seed,method,eta2,R2_perm,p_perm,r_pre_post,r_within,age_R2,age_R2_gain,n
18,ComBat-joint,0.001724282254289796,0.001724282254290112,1.0,0.7564341499817591,0.9974014040929541,0.008032297447523994,-0.004007068075817504,75
18,CovBat,0.0009218025526133114,0.0009218025526134472,1.0,0.7273460858640075,0.976174781898335,0.007544728833423267,-0.004494636689918232,75
18,RELIEF,0.0015531297199583897,0.001553129719958406,1.0,0.7409519561968474,0.9774916721852417,0.008297222109849376,-0.0037421434134921223,75
18,LME,0.00047462956195254067,0.00047462956195261087,1.0,0.7568954579090305,1.0,0.009734507625849804,-0.0023048578974916942,75
19,Original,0.3826566353200578,0.38265663532005784,0.001,1.0,1.0,0.006236811180603846,0.0,75
19,ComBat,0.00047923636261374726,0.00047923636261373295,1.0,0.7457957233888644,0.9994789368391364,0.00917938137873418,0.0029425701981303336,75
19,ComBat-joint,0.0013658859785214287,0.0013658859785215327,1.0,0.7754196647132561,0.99979200205963,0.008798215376425125,0.002561404195821279,75
19,CovBat,0.0009552196127732747,0.0009552196127731348,1.0,0.7477641427557757,0.9727006041874161,0.009727789293233036,0.0034909781126291894,75
19,RELIEF,0.0012410420497012478,0.0012410420497009987,1.0,0.7588470695097722,0.9734346588193881,0.009279214787705931,0.0030424036071020847,75
19,LME,0.003104435813617194,0.003104435813617101,0.999,0.7710255668153891,1.0,0.00932589120784429,0.0030890800272404435,75
